Utterance,Intent
12/19/2000,get_Zodiac_Sign
2000-12-19,get_Zodiac_Sign
2000/12/19,get_Zodiac_Sign
19.12.2000,get_Zodiac_Sign
19 12 2000,get_Zodiac_Sign
"December 19, 2000",get_Zodiac_Sign
19 Dec 2000,get_Zodiac_Sign
Dec 19 2000,get_Zodiac_Sign
19th December 2000,get_Zodiac_Sign
"19th of December, 2000",get_Zodiac_Sign
19-12-00,get_Zodiac_Sign
19/12/00,get_Zodiac_Sign
dob 19-12-2000,get_Zodiac_Sign
DOB: 19/12/2000,get_Zodiac_Sign
my dob is 19-12-2000,get_Zodiac_Sign
19122000,get_Zodiac_Sign
17-09-2003,get_Zodiac_Sign
09-17-2003,get_Zodiac_Sign
09/17/2003,get_Zodiac_Sign
2003/09/17,get_Zodiac_Sign
17.09.2003,get_Zodiac_Sign
17-9-2003,get_Zodiac_Sign
17/9/2003,get_Zodiac_Sign
17 9 2003,get_Zodiac_Sign
17 September 2003,get_Zodiac_Sign
"September 17, 2003",get_Zodiac_Sign
17-Sep-2003,get_Zodiac_Sign
17 Sep 2003,get_Zodiac_Sign
Sep 17 2003,get_Zodiac_Sign
17th September 2003,get_Zodiac_Sign
"17th of September, 2003",get_Zodiac_Sign
17-09-03,get_Zodiac_Sign
DOB: 17/09/2003,get_Zodiac_Sign
my dob is 17-09-2003,get_Zodiac_Sign
it's 17/09/2003,get_Zodiac_Sign
17092003,get_Zodiac_Sign
30-08-1990,get_Zodiac_Sign
30/08/1990,get_Zodiac_Sign
08-30-1990,get_Zodiac_Sign
1990/08/30,get_Zodiac_Sign
30.08.1990,get_Zodiac_Sign
30-8-1990,get_Zodiac_Sign
30/8/1990,get_Zodiac_Sign
30 8 1990,get_Zodiac_Sign
"August 30, 1990",get_Zodiac_Sign
August 30 1990,get_Zodiac_Sign
30-Aug-1990,get_Zodiac_Sign
"Aug 30, 1990",get_Zodiac_Sign
30th August 1990,get_Zodiac_Sign
30-08-90,get_Zodiac_Sign
30/08/90,get_Zodiac_Sign
dob 30-08-1990,get_Zodiac_Sign
DOB: 30/08/1990,get_Zodiac_Sign
my dob is 30-08-1990,get_Zodiac_Sign
it's 30/08/1990,get_Zodiac_Sign
30081990,get_Zodiac_Sign
06/01/2000,get_Zodiac_Sign
01-06-2000,get_Zodiac_Sign
2000/01/06,get_Zodiac_Sign
06.01.2000,get_Zodiac_Sign
6-1-2000,get_Zodiac_Sign
6/1/2000,get_Zodiac_Sign
6 1 2000,get_Zodiac_Sign
6 January 2000,get_Zodiac_Sign
"January 6, 2000",get_Zodiac_Sign
January 6 2000,get_Zodiac_Sign
"Jan 6, 2000",get_Zodiac_Sign
6th January 2000,get_Zodiac_Sign
"6th of January, 2000",get_Zodiac_Sign
06-01-00,get_Zodiac_Sign
06/01/00,get_Zodiac_Sign
dob 06-01-2000,get_Zodiac_Sign
DOB: 06/01/2000,get_Zodiac_Sign
my dob is 06-01-2000,get_Zodiac_Sign
it's 06/01/2000,get_Zodiac_Sign
06012000,get_Zodiac_Sign
21-10-1997,get_Zodiac_Sign
10/21/1997,get_Zodiac_Sign
1997/10/21,get_Zodiac_Sign
21.10.1997,get_Zodiac_Sign
21 10 1997,get_Zodiac_Sign
"October 21, 1997",get_Zodiac_Sign
October 21 1997,get_Zodiac_Sign
21-Oct-1997,get_Zodiac_Sign
21 Oct 1997,get_Zodiac_Sign
Oct 21 1997,get_Zodiac_Sign
21st October 1997,get_Zodiac_Sign
"21st of October, 1997",get_Zodiac_Sign
21-10-97,get_Zodiac_Sign
dob 21-10-1997,get_Zodiac_Sign
DOB: 21/10/1997,get_Zodiac_Sign
my dob is 21-10-1997,get_Zodiac_Sign
it's 21/10/1997,get_Zodiac_Sign
21101997,get_Zodiac_Sign
01-02-1995,get_Zodiac_Sign
01/02/1995,get_Zodiac_Sign
02/01/1995,get_Zodiac_Sign
1995-02-01,get_Zodiac_Sign
1995/02/01,get_Zodiac_Sign
01.02.1995,get_Zodiac_Sign
1-2-1995,get_Zodiac_Sign
1/2/1995,get_Zodiac_Sign
1 2 1995,get_Zodiac_Sign
"February 1, 1995",get_Zodiac_Sign
1-Feb-1995,get_Zodiac_Sign
1 Feb 1995,get_Zodiac_Sign
"Feb 1, 1995",get_Zodiac_Sign
Feb 1 1995,get_Zodiac_Sign
1st February 1995,get_Zodiac_Sign
"1st of February, 1995",get_Zodiac_Sign
dob 01-02-1995,get_Zodiac_Sign
my dob is 01-02-1995,get_Zodiac_Sign
it's 01/02/1995,get_Zodiac_Sign
01021995,get_Zodiac_Sign
05/2003,get_Zodiac_Sign
05-2003,get_Zodiac_Sign
May 2003,get_Zodiac_Sign
2003-05,get_Zodiac_Sign
02/2001,get_Zodiac_Sign
02-2001,get_Zodiac_Sign
February 2001,get_Zodiac_Sign
Feb 2001,get_Zodiac_Sign
2001-02,get_Zodiac_Sign
06/2007,get_Zodiac_Sign
06-2007,get_Zodiac_Sign
June 2007,get_Zodiac_Sign
Jun 2007,get_Zodiac_Sign
2007-06,get_Zodiac_Sign
12/2007,get_Zodiac_Sign
12-2007,get_Zodiac_Sign
December 2007,get_Zodiac_Sign
Dec 2007,get_Zodiac_Sign
2007-12,get_Zodiac_Sign
05/2005,get_Zodiac_Sign
05-2005,get_Zodiac_Sign
May 2005,get_Zodiac_Sign
2005-05,get_Zodiac_Sign
07/2007,get_Zodiac_Sign
07-2007,get_Zodiac_Sign
July 2007,get_Zodiac_Sign
Jul 2007,get_Zodiac_Sign
2007-07,get_Zodiac_Sign
06/1990,get_Zodiac_Sign
06-1990,get_Zodiac_Sign
June 1990,get_Zodiac_Sign
Jun 1990,get_Zodiac_Sign
1990-06,get_Zodiac_Sign
11/1995,get_Zodiac_Sign
11-1995,get_Zodiac_Sign
November 1995,get_Zodiac_Sign
Nov 1995,get_Zodiac_Sign
1995-11,get_Zodiac_Sign
08/1988,get_Zodiac_Sign
08-1988,get_Zodiac_Sign
August 1988,get_Zodiac_Sign
Aug 1988,get_Zodiac_Sign
1988-08,get_Zodiac_Sign
10/2003,get_Zodiac_Sign
10-2003,get_Zodiac_Sign
October 2003,get_Zodiac_Sign
Oct 2003,get_Zodiac_Sign
2003-10,get_Zodiac_Sign
06/2005,get_Zodiac_Sign
06-2005,get_Zodiac_Sign
June 2005,get_Zodiac_Sign
Jun 2005,get_Zodiac_Sign
2005-06,get_Zodiac_Sign
04/2007,get_Zodiac_Sign
04-2007,get_Zodiac_Sign
April 2007,get_Zodiac_Sign
Apr 2007,get_Zodiac_Sign
2007-04,get_Zodiac_Sign
02/2007,get_Zodiac_Sign
02-2007,get_Zodiac_Sign
February 2007,get_Zodiac_Sign
Feb 2007,get_Zodiac_Sign
2007-02,get_Zodiac_Sign
08/2010,get_Zodiac_Sign
08-2010,get_Zodiac_Sign
August 2010,get_Zodiac_Sign
Aug 2010,get_Zodiac_Sign
2010-08,get_Zodiac_Sign
05/2007,get_Zodiac_Sign
05-2007,get_Zodiac_Sign
May 2007,get_Zodiac_Sign
2007-05,get_Zodiac_Sign
1988,get_Zodiac_Sign
1990,get_Zodiac_Sign
1992,get_Zodiac_Sign
1995,get_Zodiac_Sign
1997,get_Zodiac_Sign
1999,get_Zodiac_Sign
2000,get_Zodiac_Sign
2001,get_Zodiac_Sign
2003,get_Zodiac_Sign
2005,get_Zodiac_Sign
2007,get_Zodiac_Sign
2010,get_Zodiac_Sign
born in 1988,get_Zodiac_Sign
born in 1990,get_Zodiac_Sign
born in 1992,get_Zodiac_Sign
born in 1995,get_Zodiac_Sign
born in 1997,get_Zodiac_Sign
born in 1999,get_Zodiac_Sign
born in 2000,get_Zodiac_Sign
born in 2001,get_Zodiac_Sign
born in 2003,get_Zodiac_Sign
born in 2005,get_Zodiac_Sign
born in 2007,get_Zodiac_Sign
born in 2010,get_Zodiac_Sign
go with Hindi,get_suggest_movie
Hindi,get_suggest_movie
Hindi please,get_suggest_movie
Hindi preferably,get_suggest_movie
English,get_suggest_movie
English movie,get_suggest_movie
in English,get_suggest_movie
English preferably,get_suggest_movie
Tamil please,get_suggest_movie
Tamil preferably,get_suggest_movie
make it Tamil,get_suggest_movie
go with Tamil,get_suggest_movie
go with Telugu,get_suggest_movie
in Telugu,get_suggest_movie
Telugu movie,get_suggest_movie
make it Telugu,get_suggest_movie
go with Malayalam,get_suggest_movie
make it Malayalam,get_suggest_movie
Malayalam one,get_suggest_movie
Malayalam please,get_suggest_movie
go with Kannada,get_suggest_movie
Kannada one,get_suggest_movie
Kannada,get_suggest_movie
in Kannada,get_suggest_movie
go with Korean,get_suggest_movie
Korean movie,get_suggest_movie
Korean,get_suggest_movie
Korean preferably,get_suggest_movie
in Spanish,get_suggest_movie
Spanish preferably,get_suggest_movie
go with Spanish,get_suggest_movie
Spanish please,get_suggest_movie
French one,get_suggest_movie
French,get_suggest_movie
French preferably,get_suggest_movie
French movie,get_suggest_movie
Punjabi one,get_suggest_movie
Punjabi,get_suggest_movie
in Punjabi,get_suggest_movie
Punjabi movie,get_suggest_movie
in Bengali,get_suggest_movie
Bengali,get_suggest_movie
Bengali preferably,get_suggest_movie
go with Bengali,get_suggest_movie
in Marathi,get_suggest_movie
Marathi one,get_suggest_movie
go with Marathi,get_suggest_movie
make it Marathi,get_suggest_movie
action,get_suggest_movie
I'd like action,get_suggest_movie
action movie,get_suggest_movie
action please,get_suggest_movie
comedy movie,get_suggest_movie
comedy genre,get_suggest_movie
comedy one,get_suggest_movie
comedy please,get_suggest_movie
thriller please,get_suggest_movie
thriller genre,get_suggest_movie
thriller one,get_suggest_movie
I'd like thriller,get_suggest_movie
something horror,get_suggest_movie
horror genre,get_suggest_movie
horror please,get_suggest_movie
horror movie,get_suggest_movie
romantic movie,get_suggest_movie
romantic genre,get_suggest_movie
romantic one,get_suggest_movie
romantic,get_suggest_movie
sci-fi one,get_suggest_movie
sci-fi genre,get_suggest_movie
sci-fi please,get_suggest_movie
go with sci-fi,get_suggest_movie
drama one,get_suggest_movie
drama genre,get_suggest_movie
drama please,get_suggest_movie
drama,get_suggest_movie
adventure,get_suggest_movie
adventure please,get_suggest_movie
I'd like adventure,get_suggest_movie
adventure movie,get_suggest_movie
something animated,get_suggest_movie
animated one,get_suggest_movie
animated movie,get_suggest_movie
animated,get_suggest_movie
family movie,get_suggest_movie
I'd like family,get_suggest_movie
family,get_suggest_movie
family please,get_suggest_movie
mystery genre,get_suggest_movie
mystery one,get_suggest_movie
mystery,get_suggest_movie
go with mystery,get_suggest_movie
I'd like crime,get_suggest_movie
something crime,get_suggest_movie
crime movie,get_suggest_movie
crime one,get_suggest_movie
fantasy please,get_suggest_movie
something fantasy,get_suggest_movie
fantasy one,get_suggest_movie
I'd like fantasy,get_suggest_movie
war,get_suggest_movie
go with war,get_suggest_movie
war genre,get_suggest_movie
war one,get_suggest_movie
musical one,get_suggest_movie
something musical,get_suggest_movie
go with musical,get_suggest_movie
musical,get_suggest_movie
documentary,get_suggest_movie
something documentary,get_suggest_movie
documentary genre,get_suggest_movie
go with documentary,get_suggest_movie
superhero please,get_suggest_movie
something superhero,get_suggest_movie
go with superhero,get_suggest_movie
superhero genre,get_suggest_movie
psychological thriller please,get_suggest_movie
psychological thriller,get_suggest_movie
psychological thriller movie,get_suggest_movie
psychological thriller one,get_suggest_movie
Shah Rukh Khan please,get_suggest_movie
Shah Rukh Khan,get_suggest_movie
something with Shah Rukh Khan,get_suggest_movie
with Aamir Khan,get_suggest_movie
I like Aamir Khan,get_suggest_movie
Aamir Khan's movie,get_suggest_movie
I like Salman Khan,get_suggest_movie
Salman Khan's movie,get_suggest_movie
with Salman Khan,get_suggest_movie
go with Tom Cruise,get_suggest_movie
I like Tom Cruise,get_suggest_movie
Tom Cruise's movie,get_suggest_movie
with Leonardo DiCaprio,get_suggest_movie
go with Leonardo DiCaprio,get_suggest_movie
I like Leonardo DiCaprio,get_suggest_movie
I like Brad Pitt,get_suggest_movie
go with Brad Pitt,get_suggest_movie
Brad Pitt,get_suggest_movie
something with Deepika Padukone,get_suggest_movie
Deepika Padukone's movie,get_suggest_movie
Deepika Padukone,get_suggest_movie
something with Alia Bhatt,get_suggest_movie
Alia Bhatt's movie,get_suggest_movie
I like Alia Bhatt,get_suggest_movie
Prabhas's movie,get_suggest_movie
Prabhas please,get_suggest_movie
go with Prabhas,get_suggest_movie
go with Vijay,get_suggest_movie
Vijay please,get_suggest_movie
something with Vijay,get_suggest_movie
with Rajinikanth,get_suggest_movie
go with Rajinikanth,get_suggest_movie
Rajinikanth's movie,get_suggest_movie
go with Scarlett Johansson,get_suggest_movie
Scarlett Johansson's movie,get_suggest_movie
Scarlett Johansson,get_suggest_movie
with Robert Downey Jr,get_suggest_movie
go with Robert Downey Jr,get_suggest_movie
something with Robert Downey Jr,get_suggest_movie
Priyanka Chopra's movie,get_suggest_movie
with Priyanka Chopra,get_suggest_movie
something with Priyanka Chopra,get_suggest_movie
Ranveer Singh please,get_suggest_movie
Ranveer Singh's movie,get_suggest_movie
go with Ranveer Singh,get_suggest_movie
Hrithik Roshan,get_suggest_movie
something with Hrithik Roshan,get_suggest_movie
Hrithik Roshan's movie,get_suggest_movie
Ryan Reynolds,get_suggest_movie
go with Ryan Reynolds,get_suggest_movie
something with Ryan Reynolds,get_suggest_movie
Dwayne Johnson's movie,get_suggest_movie
something with Dwayne Johnson,get_suggest_movie
with Dwayne Johnson,get_suggest_movie
something with Emma Stone,get_suggest_movie
Emma Stone please,get_suggest_movie
I like Emma Stone,get_suggest_movie
Vikram,get_suggest_movie
I like Vikram,get_suggest_movie
Vikram's movie,get_suggest_movie
any language is fine,get_suggest_movie
doesn't matter,get_suggest_movie
no preference,get_suggest_movie
you choose,get_suggest_movie
surprise me,get_suggest_movie
anything is fine,get_suggest_movie
I don't mind,get_suggest_movie
whatever you suggest,get_suggest_movie
any genre works,get_suggest_movie
any actor is fine,get_suggest_movie
skip that,get_suggest_movie
not particular about that,get_suggest_movie
